130,20,400,50,90
200,187,38,175,12
56,290,187,67,40
189,9,300,102,68
400,3,197,0,24
44,500,7,49,3
111,20,398,71,88
438,100,56,6,40
99,302,10,189,10
29,235,110,226,50
498,5,90,7,55
182,55,334,29,87
65,530,1,4,5
23,192,43,342,28
489,53,23,35,39
129,305,63,103,45
243,84,182,91,43
178,65,123,234,50
350,152,34,64,70
129,86,254,131,79
